"Story","Title","Result","Date","Stability","Duration (s)"
"Abrir SmartStock e ingresar a administracion parametros bodegas y productos","Abrir SmartStock e ingresar a administracion parametros bodegas y productos","SUCCESS","2023-04-11T09:11:21.604-05:00[America/Bogota]","0.0","297.72"
