"Story","Title","Result","Date","Stability","Duration (s)"
"Verificar el ingreso correcto y realizar la orden de entrada","verificar el ingreso correcto a la plataforma y realizar la orden de entrada","PENDING","2023-02-14T16:40:34.6044532-05:00[America/Bogota]","0.0","23.62"
